Date/Time,MAIN ZONE:RUN PERIOD 1:FLOOR ILLUMINANCE MAP at 0.30m Illuminance [lux] (Hourly), RefPt1=(0.70:3.24:0.30),,
 01/01 10:00,(-26.30;-23.30)=,(-12.72;-23.30)=,(0.86;-23.30)=,(14.43;-23.30)=,(28.01;-23.30)=
(-26.30;15.25)=,694,3113,4614,5214,694
(-26.30;28.11)=,694,694,694,694,694
 07/25 21:00,(-26.30;-23.30)=,(-12.72;-23.30)=,(0.86;-23.30)=,(14.43;-23.30)=,(28.01;-23.30)=
(-26.30;-23.30)=,1707,729,96,96,96
(-26.30;-10.45)=,96,803,830,826,96
(-26.30;2.40)=,96,798,831,820,96
(-26.30;15.25)=,96,477,686,758,96
(-26.30;28.11)=,96,96,96,96,96
Date/Time,MAIN ZONE:RUN PERIOD 1:FLOOR ILLUMINANCE MAP at 0.30m Illuminance [lux] (Hourly), RefPt1=(0.70:3.24:0.30),,
 07/26 04:00,(-26.30;-23.30)=,(-12.72;-23.30)=,(0.86;-23.30)=,(14.43;-23.30)=,(28.01;-23.30)=
(-26.30;-23.30)=,1707,729,96,96,96
(-26.30;-10.45)=,96,803,830,826,96
(-26.30;2.40)=,96,798,831,820,96
(-26.30;15.25)=,96,477,686,758,96
(-26.30;28.11)=,96,96,96,96,96
 07/26 05:00,(-26.30;-23.30)=,(-12.72;-23.30)=,(0.86;-23.30)=,(14.43;-23.30)=,(28.01;-23.30)=
(-26.30;-23.30)=,3024,1636,224,224,224
(-26.30;-10.45)=,224,1788,1874,1888,224
(-26.30;2.40)=,224,1821,1829,1815,224
(-26.30;15.25)=,224,1096,1509,1704,224
(-26.30;28.11)=,224,224,224,224,224
 07/26 06:00,(-26.30;-23.30)=,(-12.72;-23.30)=,(0.86;-23.30)=,(14.43;-23.30)=,(28.01;-23.30)=
(-26.30;-23.30)=,12124,7148,1112,1112,1112
(-26.30;-10.45)=,1112,8433,8756,9290,1112
(-26.30;2.40)=,1112,8577,8843,7784,1112
(-26.30;15.25)=,1112,4938,7434,8257,1112
(-26.30;28.11)=,1112,1112,1112,1112,1112
 07/26 07:00,(-26.30;-23.30)=,(-12.72;-23.30)=,(0.86;-23.30)=,(14.43;-23.30)=,(28.01;-23.30)=
(-26.30;-23.30)=,22431,15027,2481,2481,2481
(-26.30;-10.45)=,2481,18405,18336,20242,2481
(-26.30;2.40)=,2481,18364,19300,12950,2481
(-26.30;15.25)=,2481,12967,17274,14330,2481
(-26.30;28.11)=,2481,2481,2481,2481,2481
 07/26 08:00,(-26.30;-23.30)=,(-12.72;-23.30)=,(0.86;-23.30)=,(14.43;-23.30)=,(28.01;-23.30)=
(-26.30;-23.30)=,28602,28498,4305,4305,4305
(-26.30;-10.45)=,4305,32098,32157,33308,4305
(-26.30;2.40)=,4305,32030,32720,27168,4305
(-26.30;15.25)=,4305,27646,30590,26195,4305
(-26.30;28.11)=,4305,4305,4305,4305,4305
 07/26 09:00,(-26.30;-23.30)=,(-12.72;-23.30)=,(0.86;-23.30)=,(14.43;-23.30)=,(28.01;-23.30)=
(-26.30;-23.30)=,42117,40717,5821,5821,5821
(-26.30;-10.45)=,5821,44562,44742,44605,5821
(-26.30;2.40)=,5821,44408,45262,44301,5821
(-26.30;15.25)=,5821,39437,42896,42790,5821
(-26.30;28.11)=,5821,5821,5821,5821,5821
 07/26 10:00,(-26.30;-23.30)=,(-12.72;-23.30)=,(0.86;-23.30)=,(14.43;-23.30)=,(28.01;-23.30)=
(-26.30;-23.30)=,63875,47025,6486,6486,6486
(-26.30;-10.45)=,6486,50858,50922,50571,6486
(-26.30;2.40)=,6486,50811,51629,50455,6486
(-26.30;15.25)=,6486,44796,48954,48653,6486
(-26.30;28.11)=,6486,6486,6486,6486,6486
 07/26 11:00,(-26.30;-23.30)=,(-12.72;-23.30)=,(0.86;-23.30)=,(14.43;-23.30)=,(28.01;-23.30)=
(-26.30;-23.30)=,79677,51951,7052,7052,7052
(-26.30;-10.45)=,7052,56109,56157,55523,7052
(-26.30;2.40)=,7052,56156,56990,56056,7052
(-26.30;15.25)=,7052,49700,54245,54300,7052
(-26.30;28.11)=,7052,7052,7052,7052,7052
 07/26 12:00,(-26.30;-23.30)=,(-12.72;-23.30)=,(0.86;-23.30)=,(14.43;-23.30)=,(28.01;-23.30)=
(-26.30;-23.30)=,87740,52799,7092,7092,7092
(-26.30;-10.45)=,7092,57140,57291,56495,7092
(-26.30;2.40)=,7092,57303,58198,57416,7092
(-26.30;15.25)=,7092,50314,55400,55942,7092
(-26.30;28.11)=,7092,7092,7092,7092,7092
 07/26 13:00,(-26.30;-23.30)=,(-12.72;-23.30)=,(0.86;-23.30)=,(14.43;-23.30)=,(28.01;-23.30)=
(-26.30;-23.30)=,92273,50754,6772,6772,6772
(-26.30;-10.45)=,6772,55054,55479,54674,6772
(-26.30;2.40)=,6772,55381,56414,55710,6772
(-26.30;15.25)=,6772,47322,53383,54286,6772
(-26.30;28.11)=,6772,6772,6772,6772,6772
 07/26 14:00,(-26.30;-23.30)=,(-12.72;-23.30)=,(0.86;-23.30)=,(14.43;-23.30)=,(28.01;-23.30)=
(-26.30;-23.30)=,91966,51699,6769,6769,6769
(-26.30;-10.45)=,6769,55641,56381,55651,6769
(-26.30;2.40)=,6769,56010,57088,56622,6769
(-26.30;15.25)=,6769,48020,54113,55245,6769
(-26.30;28.11)=,6769,6769,6769,6769,6769
 07/26 15:00,(-26.30;-23.30)=,(-12.72;-23.30)=,(0.86;-23.30)=,(14.43;-23.30)=,(28.01;-23.30)=
(-26.30;-23.30)=,88646,48801,6303,6303,6303
(-26.30;-10.45)=,6303,52353,53574,52988,6303
(-26.30;2.40)=,6303,52840,54009,53692,6303
(-26.30;15.25)=,6303,44458,50895,52278,6303
(-26.30;28.11)=,6303,6303,6303,6303,6303
 07/26 16:00,(-26.30;-23.30)=,(-12.72;-23.30)=,(0.86;-23.30)=,(14.43;-23.30)=,(28.01;-23.30)=
(-26.30;-23.30)=,79522,40887,5305,5305,5305
(-26.30;-10.45)=,5305,44351,46064,45693,5305
(-26.30;2.40)=,5305,44817,46315,46051,5305
(-26.30;15.25)=,5305,27404,42879,44499,5305
(-26.30;28.11)=,5305,5305,5305,5305,5305
 07/26 17:00,(-26.30;-23.30)=,(-12.72;-23.30)=,(0.86;-23.30)=,(14.43;-23.30)=,(28.01;-23.30)=
(-26.30;-23.30)=,63796,29224,3814,3814,3814
(-26.30;-10.45)=,3814,27497,33492,33176,3814
(-26.30;2.40)=,3814,32513,33640,33412,3814
(-26.30;15.25)=,3814,15004,29522,31669,3814
(-26.30;28.11)=,3814,3814,3814,3814,3814
 07/26 18:00,(-26.30;-23.30)=,(-12.72;-23.30)=,(0.86;-23.30)=,(14.43;-23.30)=,(28.01;-23.30)=
(-26.30;-23.30)=,43433,17131,2417,2417,2417
(-26.30;-10.45)=,2417,16845,21293,21030,2417
(-26.30;2.40)=,2417,18922,21333,21154,2417
(-26.30;15.25)=,2417,9987,16383,19604,2417
(-26.30;28.11)=,2417,2417,2417,2417,2417
 07/26 19:00,(-26.30;-23.30)=,(-12.72;-23.30)=,(0.86;-23.30)=,(14.43;-23.30)=,(28.01;-23.30)=
(-26.30;-23.30)=,23904,9473,1314,1314,1314
(-26.30;-10.45)=,1314,10687,11526,11341,1314
(-26.30;2.40)=,1314,10441,11312,11264,1314
(-26.30;15.25)=,1314,6113,8932,10277,1314
(-26.30;28.11)=,1314,1314,1314,1314,1314
 07/26 20:00,(-26.30;-23.30)=,(-12.72;-23.30)=,(0.86;-23.30)=,(14.43;-23.30)=,(28.01;-23.30)=
(-26.30;-23.30)=,10396,4353,582,582,582
(-26.30;-10.45)=,582,4848,5029,5001,582
(-26.30;2.40)=,582,4813,5029,4968,582
(-26.30;15.25)=,582,2854,4125,4574,582
(-26.30;28.11)=,582,582,582,582,582
 07/26 21:00,(-26.30;-23.30)=,(-12.72;-23.30)=,(0.86;-23.30)=,(14.43;-23.30)=,(28.01;-23.30)=
(-26.30;-23.30)=,1438,609,81,81,81
(-26.30;-10.45)=,81,680,700,697,81
(-26.30;2.40)=,81,676,702,691,81
(-26.30;15.25)=,81,410,585,643,81
(-26.30;28.11)=,81,81,81,81,81
Date/Time,MAIN ZONE:RUN PERIOD 1:FLOOR ILLUMINANCE MAP at 0.30m Illuminance [lux] (Hourly), RefPt1=(0.70:3.24:0.30),,
 07/27 04:00,(-26.30;-23.30)=,(-12.72;-23.30)=,(0.86;-23.30)=,(14.43;-23.30)=,(28.01;-23.30)=
(-26.30;-23.30)=,1438,609,81,81,81
(-26.30;-10.45)=,81,680,700,697,81
(-26.30;2.40)=,81,676,702,691,81
(-26.30;15.25)=,81,410,585,643,81
(-26.30;28.11)=,81,81,81,81,81
 07/27 05:00,(-26.30;-23.30)=,(-12.72;-23.30)=,(0.86;-23.30)=,(14.43;-23.30)=,(28.01;-23.30)=
(-26.30;-23.30)=,2880,1485,203,203,203
(-26.30;-10.45)=,203,1636,1701,1710,203
(-26.30;2.40)=,203,1655,1674,1653,203
(-26.30;15.25)=,203,1008,1391,1553,203
(-26.30;28.11)=,203,203,203,203,203
 07/27 06:00,(-26.30;-23.30)=,(-12.72;-23.30)=,(0.86;-23.30)=,(14.43;-23.30)=,(28.01;-23.30)=
(-26.30;-23.30)=,11478,6667,988,988,988
(-26.30;-10.45)=,988,7711,7955,8257,988
(-26.30;2.40)=,988,7787,8004,7334,988
(-26.30;15.25)=,988,4630,6687,7395,988
(-26.30;28.11)=,988,988,988,988,988
 07/27 07:00,(-26.30;-23.30)=,(-12.72;-23.30)=,(0.86;-23.30)=,(14.43;-23.30)=,(28.01;-23.30)=
(-26.30;-23.30)=,21757,13765,2109,2109,2109
(-26.30;-10.45)=,2109,16299,16327,17283,2109
(-26.30;2.40)=,2109,16216,16892,13395,2109
(-26.30;15.25)=,2109,11119,14716,13657,2109
(-26.30;28.11)=,2109,2109,2109,2109,2109
 07/27 08:00,(-26.30;-23.30)=,(-12.72;-23.30)=,(0.86;-23.30)=,(14.43;-23.30)=,(28.01;-23.30)=
(-26.30;-23.30)=,30511,25305,3742,3742,3742
(-26.30;-10.45)=,3742,28578,28686,29359,3742
(-26.30;2.40)=,3742,28481,29156,25559,3742
(-26.30;15.25)=,3742,23075,26578,24509,3742
(-26.30;28.11)=,3742,3742,3742,3742,3742
 07/27 09:00,(-26.30;-23.30)=,(-12.72;-23.30)=,(0.86;-23.30)=,(14.43;-23.30)=,(28.01;-23.30)=
(-26.30;-23.30)=,42368,39033,5570,5570,5570
(-26.30;-10.45)=,5570,42764,42932,42820,5570
(-26.30;2.40)=,5570,42622,43455,42443,5570
(-26.30;15.25)=,5570,37447,41007,40944,5570
(-26.30;28.11)=,5570,5570,5570,5570,5570
 07/27 10:00,(-26.30;-23.30)=,(-12.72;-23.30)=,(0.86;-23.30)=,(14.43;-23.30)=,(28.01;-23.30)=
(-26.30;-23.30)=,64281,52173,7163,7163,7163
(-26.30;-10.45)=,7163,55857,55889,55526,7163
(-26.30;2.40)=,7163,55766,56571,55499,7163
(-26.30;15.25)=,7163,50890,54303,53563,7163
(-26.30;28.11)=,7163,7163,7163,7163,7163
 07/27 11:00,(-26.30;-23.30)=,(-12.72;-23.30)=,(0.86;-23.30)=,(14.43;-23.30)=,(28.01;-23.30)=
(-26.30;-23.30)=,79653,62778,8390,8390,8390
(-26.30;-10.45)=,8390,66518,66459,65794,8390
(-26.30;2.40)=,8390,66438,67162,66547,8390
(-26.30;15.25)=,8390,62492,65236,64749,8390
(-26.30;28.11)=,8390,8390,8390,8390,8390
 07/27 12:00,(-26.30;-23.30)=,(-12.72;-23.30)=,(0.86;-23.30)=,(14.43;-23.30)=,(28.01;-23.30)=
(-26.30;-23.30)=,87513,69483,9080,9080,9080
(-26.30;-10.45)=,9080,73409,73370,72593,9080
(-26.30;2.40)=,9080,73359,74054,73658,9080
(-26.30;15.25)=,9080,69686,72253,72418,9080
(-26.30;28.11)=,9080,9080,9080,9080,9080
 07/27 13:00,(-26.30;-23.30)=,(-12.72;-23.30)=,(0.86;-23.30)=,(14.43;-23.30)=,(28.01;-23.30)=
(-26.30;-23.30)=,89464,71687,9176,9176,9176
(-26.30;-10.45)=,9176,75543,75669,74987,9176
(-26.30;2.40)=,9176,75584,76305,75937,9176
(-26.30;15.25)=,9176,71776,74554,74951,9176
(-26.30;28.11)=,9176,9176,9176,9176,9176
 07/27 14:00,(-26.30;-23.30)=,(-12.72;-23.30)=,(0.86;-23.30)=,(14.43;-23.30)=,(28.01;-23.30)=
(-26.30;-23.30)=,88348,69343,8724,8724,8724
(-26.30;-10.45)=,8724,72992,73402,72842,8724
(-26.30;2.40)=,8724,73110,73853,73561,8724
(-26.30;15.25)=,8724,68991,72135,72677,8724
(-26.30;28.11)=,8724,8724,8724,8724,8724
 07/27 15:00,(-26.30;-23.30)=,(-12.72;-23.30)=,(0.86;-23.30)=,(14.43;-23.30)=,(28.01;-23.30)=
(-26.30;-23.30)=,83994,62183,7736,7736,7736
(-26.30;-10.45)=,7736,65731,66583,66182,7736
(-26.30;2.40)=,7736,66031,66849,66582,7736
(-26.30;15.25)=,7736,61217,65053,65718,7736
(-26.30;28.11)=,7736,7736,7736,7736,7736
 07/27 16:00,(-26.30;-23.30)=,(-12.72;-23.30)=,(0.86;-23.30)=,(14.43;-23.30)=,(28.01;-23.30)=
(-26.30;-23.30)=,74785,49498,6239,6239,6239
(-26.30;-10.45)=,6239,53618,55095,54924,6239
(-26.30;2.40)=,6239,53867,55263,54957,6239
(-26.30;15.25)=,6239,30558,53195,54007,6239
(-26.30;28.11)=,6239,6239,6239,6239,6239
 07/27 17:00,(-26.30;-23.30)=,(-12.72;-23.30)=,(0.86;-23.30)=,(14.43;-23.30)=,(28.01;-23.30)=
(-26.30;-23.30)=,63010,34586,4398,4398,4398
(-26.30;-10.45)=,4398,27858,39407,39154,4398
(-26.30;2.40)=,4398,38707,39552,39210,4398
(-26.30;15.25)=,4398,12495,35983,37899,4398
(-26.30;28.11)=,4398,4398,4398,4398,4398
 07/27 18:00,(-26.30;-23.30)=,(-12.72;-23.30)=,(0.86;-23.30)=,(14.43;-23.30)=,(28.01;-23.30)=
(-26.30;-23.30)=,46944,18079,2696,2696,2696
(-26.30;-10.45)=,2696,15571,24125,23801,2696
(-26.30;2.40)=,2696,19966,24151,23887,2696
(-26.30;15.25)=,2696,9263,17426,22351,2696
(-26.30;28.11)=,2696,2696,2696,2696,2696
 07/27 19:00,(-26.30;-23.30)=,(-12.72;-23.30)=,(0.86;-23.30)=,(14.43;-23.30)=,(28.01;-23.30)=
(-26.30;-23.30)=,26337,9496,1418,1418,1418
(-26.30;-10.45)=,1418,11201,12841,12370,1418
(-26.30;2.40)=,1418,10356,11975,12140,1418
(-26.30;15.25)=,1418,5837,8742,10772,1418
(-26.30;28.11)=,1418,1418,1418,1418,1418
 07/27 20:00,(-26.30;-23.30)=,(-12.72;-23.30)=,(0.86;-23.30)=,(14.43;-23.30)=,(28.01;-23.30)=
(-26.30;-23.30)=,11209,4666,626,626,626
(-26.30;-10.45)=,626,5250,5462,5383,626
(-26.30;2.40)=,626,5096,5344,5319,626
(-26.30;15.25)=,626,2980,4340,4839,626
(-26.30;28.11)=,626,626,626,626,626
 07/27 21:00,(-26.30;-23.30)=,(-12.72;-23.30)=,(0.86;-23.30)=,(14.43;-23.30)=,(28.01;-23.30)=
(-26.30;-23.30)=,1462,619,83,83,83
(-26.30;-10.45)=,83,691,712,709,83
(-26.30;2.40)=,83,687,714,704,83
(-26.30;15.25)=,83,415,594,653,83
(-26.30;28.11)=,83,83,83,83,83
Date/Time,MAIN ZONE:RUN PERIOD 1:FLOOR ILLUMINANCE MAP at 0.30m Illuminance [lux] (Hourly), RefPt1=(0.70:3.24:0.30),,
 07/28 04:00,(-26.30;-23.30)=,(-12.72;-23.30)=,(0.86;-23.30)=,(14.43;-23.30)=,(28.01;-23.30)=
(-26.30;-23.30)=,1462,619,83,83,83
(-26.30;-10.45)=,83,691,712,709,83
(-26.30;2.40)=,83,687,714,704,83
(-26.30;15.25)=,83,415,594,653,83
(-26.30;28.11)=,83,83,83,83,83
 07/28 05:00,(-26.30;-23.30)=,(-12.72;-23.30)=,(0.86;-23.30)=,(14.43;-23.30)=,(28.01;-23.30)=
(-26.30;-23.30)=,2733,1485,204,204,204
(-26.30;-10.45)=,204,1627,1702,1715,204
(-26.30;2.40)=,204,1654,1664,1647,204
(-26.30;15.25)=,204,996,1371,1546,204
(-26.30;28.11)=,204,204,204,204,204
 07/28 06:00,(-26.30;-23.30)=,(-12.72;-23.30)=,(0.86;-23.30)=,(14.43;-23.30)=,(28.01;-23.30)=
(-26.30;-23.30)=,11357,6694,1040,1040,1040
(-26.30;-10.45)=,1040,7900,8191,8682,1040
(-26.30;2.40)=,1040,8022,8279,7291,1040
(-26.30;15.25)=,1040,4631,6954,7714,1040
(-26.30;28.11)=,1040,1040,1040,1040,1040
 07/28 07:00,(-26.30;-23.30)=,(-12.72;-23.30)=,(0.86;-23.30)=,(14.43;-23.30)=,(28.01;-23.30)=
(-26.30;-23.30)=,22179,14705,2397,2397,2397
(-26.30;-10.45)=,2397,17900,17859,19559,2397
(-26.30;2.40)=,2397,17848,18730,13032,2397
(-26.30;15.25)=,2397,12521,16671,14181,2397
(-26.30;28.11)=,2397,2397,2397,2397,2397
 07/28 08:00,(-26.30;-23.30)=,(-12.72;-23.30)=,(0.86;-23.30)=,(14.43;-23.30)=,(28.01;-23.30)=
(-26.30;-23.30)=,28669,27992,4214,4214,4214
(-26.30;-10.45)=,4214,31532,31609,32637,4214
(-26.30;2.40)=,4214,31453,32146,27125,4214
(-26.30;15.25)=,4214,26922,29949,26128,4214
(-26.30;28.11)=,4214,4214,4214,4214,4214
 07/28 09:00,(-26.30;-23.30)=,(-12.72;-23.30)=,(0.86;-23.30)=,(14.43;-23.30)=,(28.01;-23.30)=
(-26.30;-23.30)=,37746,43157,6159,6159,6159
(-26.30;-10.45)=,6159,46799,46983,46784,6159
(-26.30;2.40)=,6159,46615,47429,46670,6159
(-26.30;15.25)=,6159,43066,45657,45303,6159
(-26.30;28.11)=,6159,6159,6159,6159,6159
 07/28 10:00,(-26.30;-23.30)=,(-12.72;-23.30)=,(0.86;-23.30)=,(14.43;-23.30)=,(28.01;-23.30)=
(-26.30;-23.30)=,60989,57062,7754,7754,7754
(-26.30;-10.45)=,7754,60352,60401,59976,7754
(-26.30;2.40)=,7754,60205,60930,59999,7754
(-26.30;15.25)=,7754,56873,59273,58258,7754
(-26.30;28.11)=,7754,7754,7754,7754,7754
 07/28 11:00,(-26.30;-23.30)=,(-12.72;-23.30)=,(0.86;-23.30)=,(14.43;-23.30)=,(28.01;-23.30)=
(-26.30;-23.30)=,78503,64815,8617,8617,8617
(-26.30;-10.45)=,8617,68377,68336,67686,8617
(-26.30;2.40)=,8617,68274,68957,68395,8617
(-26.30;15.25)=,8617,64845,67226,66685,8617
(-26.30;28.11)=,8617,8617,8617,8617,8617
 07/28 12:00,(-26.30;-23.30)=,(-12.72;-23.30)=,(0.86;-23.30)=,(14.43;-23.30)=,(28.01;-23.30)=
(-26.30;-23.30)=,88012,64965,8565,8565,8565
(-26.30;-10.45)=,8565,69075,69065,68241,8565
(-26.30;2.40)=,8565,69079,69848,69351,8565
(-26.30;15.25)=,8565,64497,67757,67997,8565
(-26.30;28.11)=,8565,8565,8565,8565,8565
 07/28 13:00,(-26.30;-23.30)=,(-12.72;-23.30)=,(0.86;-23.30)=,(14.43;-23.30)=,(28.01;-23.30)=
(-26.30;-23.30)=,92873,59158,7778,7778,7778
(-26.30;-10.45)=,7778,63446,63750,62932,7778
(-26.30;2.40)=,7778,63673,64636,64038,7778
(-26.30;15.25)=,7778,57012,61999,62720,7778
(-26.30;28.11)=,7778,7778,7778,7778,7778
 07/28 14:00,(-26.30;-23.30)=,(-12.72;-23.30)=,(0.86;-23.30)=,(14.43;-23.30)=,(28.01;-23.30)=
(-26.30;-23.30)=,91567,50201,6594,6594,6594
(-26.30;-10.45)=,6594,54121,54875,54144,6594
(-26.30;2.40)=,6594,54503,55592,55119,6594
(-26.30;15.25)=,6594,46308,52546,53715,6594
(-26.30;28.11)=,6594,6594,6594,6594,6594
 07/28 15:00,(-26.30;-23.30)=,(-12.72;-23.30)=,(0.86;-23.30)=,(14.43;-23.30)=,(28.01;-23.30)=
(-26.30;-23.30)=,82075,38004,5020,5020,5020
(-26.30;-10.45)=,5020,41226,42390,41819,5020
(-26.30;2.40)=,5020,41687,42848,42532,5020
(-26.30;15.25)=,5020,32441,39376,40977,5020
(-26.30;28.11)=,5020,5020,5020,5020,5020
 07/28 16:00,(-26.30;-23.30)=,(-12.72;-23.30)=,(0.86;-23.30)=,(14.43;-23.30)=,(28.01;-23.30)=
(-26.30;-23.30)=,64394,26834,3576,3576,3576
(-26.30;-10.45)=,3576,29403,30593,30254,3576
(-26.30;2.40)=,3576,29719,30836,30575,3576
(-26.30;15.25)=,3576,19212,27190,28994,3576
(-26.30;28.11)=,3576,3576,3576,3576,3576
 07/28 17:00,(-26.30;-23.30)=,(-12.72;-23.30)=,(0.86;-23.30)=,(14.43;-23.30)=,(28.01;-23.30)=
(-26.30;-23.30)=,55893,23572,3114,3114,3114
(-26.30;-10.45)=,3114,23745,27076,26782,3114
(-26.30;2.40)=,3114,26166,27210,27037,3114
(-26.30;15.25)=,3114,14037,23397,25365,3114
(-26.30;28.11)=,3114,3114,3114,3114,3114
 07/28 18:00,(-26.30;-23.30)=,(-12.72;-23.30)=,(0.86;-23.30)=,(14.43;-23.30)=,(28.01;-23.30)=
(-26.30;-23.30)=,43194,16988,2374,2374,2374
(-26.30;-10.45)=,2374,17501,20795,20551,2374
(-26.30;2.40)=,2374,18757,20841,20668,2374
(-26.30;15.25)=,2374,10396,16219,19109,2374
(-26.30;28.11)=,2374,2374,2374,2374,2374
 07/28 19:00,(-26.30;-23.30)=,(-12.72;-23.30)=,(0.86;-23.30)=,(14.43;-23.30)=,(28.01;-23.30)=
(-26.30;-23.30)=,25361,9388,1371,1371,1371
(-26.30;-10.45)=,1371,11002,12346,11929,1371
(-26.30;2.40)=,1371,10259,11595,11733,1371
(-26.30;15.25)=,1371,5794,8658,10432,1371
(-26.30;28.11)=,1371,1371,1371,1371,1371
 07/28 20:00,(-26.30;-23.30)=,(-12.72;-23.30)=,(0.86;-23.30)=,(14.43;-23.30)=,(28.01;-23.30)=
(-26.30;-23.30)=,8965,3733,501,501,501
(-26.30;-10.45)=,501,4205,4359,4307,501
(-26.30;2.40)=,501,4107,4292,4260,501
(-26.30;15.25)=,501,2440,3523,3905,501
(-26.30;28.11)=,501,501,501,501,501
 07/28 21:00,(-26.30;-23.30)=,(-12.72;-23.30)=,(0.86;-23.30)=,(14.43;-23.30)=,(28.01;-23.30)=
(-26.30;-23.30)=,973,412,55,55,55
(-26.30;-10.45)=,55,460,472,470,55
(-26.30;2.40)=,55,458,474,466,55
(-26.30;15.25)=,55,282,399,436,55
(-26.30;28.11)=,55,55,55,55,55
Date/Time,MAIN ZONE:RUN PERIOD 1:FLOOR ILLUMINANCE MAP at 0.30m Illuminance [lux] (Hourly), RefPt1=(0.70:3.24:0.30),,
 07/29 04:00,(-26.30;-23.30)=,(-12.72;-23.30)=,(0.86;-23.30)=,(14.43;-23.30)=,(28.01;-23.30)=
(-26.30;-23.30)=,973,412,55,55,55
(-26.30;-10.45)=,55,460,472,470,55
(-26.30;2.40)=,55,458,474,466,55
(-26.30;15.25)=,55,282,399,436,55
(-26.30;28.11)=,55,55,55,55,55
 07/29 05:00,(-26.30;-23.30)=,(-12.72;-23.30)=,(0.86;-23.30)=,(14.43;-23.30)=,(28.01;-23.30)=
(-26.30;-23.30)=,1853,835,112,112,112
(-26.30;-10.45)=,112,938,955,954,112
(-26.30;2.40)=,112,934,962,938,112
(-26.30;15.25)=,112,588,817,885,112
(-26.30;28.11)=,112,112,112,112,112
 07/29 06:00,(-26.30;-23.30)=,(-12.72;-23.30)=,(0.86;-23.30)=,(14.43;-23.30)=,(28.01;-23.30)=
(-26.30;-23.30)=,9814,4769,662,662,662
(-26.30;-10.45)=,662,5442,5528,5581,662
(-26.30;2.40)=,662,5414,5598,5327,662
(-26.30;15.25)=,662,3387,4734,5123,662
(-26.30;28.11)=,662,662,662,662,662
 07/29 07:00,(-26.30;-23.30)=,(-12.72;-23.30)=,(0.86;-23.30)=,(14.43;-23.30)=,(28.01;-23.30)=
(-26.30;-23.30)=,21092,11622,1669,1669,1669
(-26.30;-10.45)=,1669,13415,13522,13850,1669
(-26.30;2.40)=,1669,13339,13809,12345,1669
(-26.30;15.25)=,1669,8818,11842,12036,1669
(-26.30;28.11)=,1669,1669,1669,1669,1669
 07/29 08:00,(-26.30;-23.30)=,(-12.72;-23.30)=,(0.86;-23.30)=,(14.43;-23.30)=,(28.01;-23.30)=
(-26.30;-23.30)=,31977,18804,2652,2652,2652
(-26.30;-10.45)=,2652,21283,21457,21588,2652
(-26.30;2.40)=,2652,21194,21759,20390,2652
(-26.30;15.25)=,2652,15047,18992,19402,2652
(-26.30;28.11)=,2652,2652,2652,2652,2652
 07/29 09:00,(-26.30;-23.30)=,(-12.72;-23.30)=,(0.86;-23.30)=,(14.43;-23.30)=,(28.01;-23.30)=
(-26.30;-23.30)=,42459,24428,3421,3421,3421
(-26.30;-10.45)=,3421,27444,27633,27568,3421
(-26.30;2.40)=,3421,27388,28059,27049,3421
(-26.30;15.25)=,3421,20271,24970,25817,3421
(-26.30;28.11)=,3421,3421,3421,3421,3421
 07/29 10:00,(-26.30;-23.30)=,(-12.72;-23.30)=,(0.86;-23.30)=,(14.43;-23.30)=,(28.01;-23.30)=
(-26.30;-23.30)=,52378,27520,3823,3823,3823
(-26.30;-10.45)=,3823,30767,30945,30740,3823
(-26.30;2.40)=,3823,30785,31491,30516,3823
(-26.30;15.25)=,3823,23304,28391,29156,3823
(-26.30;28.11)=,3823,3823,3823,3823,3823
 07/29 11:00,(-26.30;-23.30)=,(-12.72;-23.30)=,(0.86;-23.30)=,(14.43;-23.30)=,(28.01;-23.30)=
(-26.30;-23.30)=,63864,31863,4392,4392,4392
(-26.30;-10.45)=,4392,35434,35643,35236,4392
(-26.30;2.40)=,4392,35523,36300,35405,4392
(-26.30;15.25)=,4392,27589,33140,33965,4392
(-26.30;28.11)=,4392,4392,4392,4392,4392
 07/29 12:00,(-26.30;-23.30)=,(-12.72;-23.30)=,(0.86;-23.30)=,(14.43;-23.30)=,(28.01;-23.30)=
(-26.30;-23.30)=,71915,34541,4723,4723,4723
(-26.30;-10.45)=,4723,38273,38572,38023,4723
(-26.30;2.40)=,4723,38440,39295,38509,4723
(-26.30;15.25)=,4723,30117,36094,37083,4723
(-26.30;28.11)=,4723,4723,4723,4723,4723
 07/29 13:00,(-26.30;-23.30)=,(-12.72;-23.30)=,(0.86;-23.30)=,(14.43;-23.30)=,(28.01;-23.30)=
(-26.30;-23.30)=,75567,35071,4760,4760,4760
(-26.30;-10.45)=,4760,38728,39200,38623,4760
(-26.30;2.40)=,4760,38981,39923,39259,4760
(-26.30;15.25)=,4760,30260,36653,37850,4760
(-26.30;28.11)=,4760,4760,4760,4760,4760
 07/29 14:00,(-26.30;-23.30)=,(-12.72;-23.30)=,(0.86;-23.30)=,(14.43;-23.30)=,(28.01;-23.30)=
(-26.30;-23.30)=,75465,33408,4504,4504,4504
(-26.30;-10.45)=,4504,36776,37503,36964,4504
(-26.30;2.40)=,4504,37086,38088,37591,4504
(-26.30;15.25)=,4504,27995,34706,36147,4504
(-26.30;28.11)=,4504,4504,4504,4504,4504
